OriginAirportName,DestAirportName,AverageArrivalDelay
Kansas City International,Baltimore/Washington International Thurgood Marshall,11.028985507246377
Cincinnati/Northern Kentucky International,Jacksonville International,11.0
Detroit Metro Wayne County,LaGuardia,10.996784565916398
LaGuardia,Ronald Reagan Washington National,10.974729241877256
San Francisco International,McCarran International,10.945344129554655
George Bush Intercontinental/Houston,Palm Beach International,10.9375
San Diego International,Baltimore/Washington International Thurgood Marshall,10.931818181818182
Chicago Midway International,Washington Dulles International,10.926605504587156
Baltimore/Washington International Thurgood Marshall,Theodore Francis Green State,10.922680412371134
Chicago O'Hare International,San Diego International,10.908045977011493
Albuquerque International Sunport,Kansas City International,10.894736842105264
Washington Dulles International,Richmond International,10.893617021276595
Chicago O'Hare International,Fort Lauderdale-Hollywood International,10.866666666666667
Newark Liberty International,Detroit Metro Wayne County,10.863636363636363
Baltimore/Washington International Thurgood Marshall,Los Angeles International,10.862745098039216
Baltimore/Washington International Thurgood Marshall,Luis Munoz Marin International,10.862068965517242
Memphis International,Indianapolis International,10.857142857142858
Chicago Midway International,Austin - Bergstrom International,10.84375
Will Rogers World,Lambert-St. Louis International,10.842105263157896
Lambert-St. Louis International,Southwest Florida International,10.833333333333334
Minneapolis-St Paul International,San Francisco International,10.809859154929578
Louisville International-Standiford Field,Hartsfield-Jackson Atlanta International,10.8
Dallas Love Field,Austin - Bergstrom International,10.786363636363637
San Francisco International,Los Angeles International,10.785642062689586
Denver International,Minneapolis-St Paul International,10.775280898876405
Los Angeles International,Will Rogers World,10.75
Denver International,Phoenix Sky Harbor International,10.735772357723578
Metropolitan Oakland International,William P Hobby,10.73469387755102
Denver International,Lambert-St. Louis International,10.725
Chicago Midway International,Memphis International,10.714285714285714
San Francisco International,Denver International,10.711688311688311
Dallas/Fort Worth International,Norman Y. Mineta San Jose International,10.703296703296703
Theodore Francis Green State,Chicago O'Hare International,10.695652173913043
Minneapolis-St Paul International,LaGuardia,10.674509803921568
John F. Kennedy International,Indianapolis International,10.674418604651162
Charlotte Douglas International,Southwest Florida International,10.663366336633663
Orlando International,Newark Liberty International,10.662921348314606
Louis Armstrong New Orleans International,Tampa International,10.652173913043478
Norman Y. Mineta San Jose International,Portland International,10.633928571428571
Sacramento International,Hartsfield-Jackson Atlanta International,10.630434782608695
Orlando International,Theodore Francis Green State,10.590909090909092
Dallas/Fort Worth International,Philadelphia International,10.588235294117647
Southwest Florida International,John F. Kennedy International,10.587301587301587
Seattle/Tacoma International,Chicago O'Hare International,10.582317073170731
Lambert-St. Louis International,LaGuardia,10.579831932773109
Seattle/Tacoma International,Honolulu International,10.553191489361701
Baltimore/Washington International Thurgood Marshall,Orlando International,10.516483516483516
Seattle/Tacoma International,Charlotte Douglas International,10.515625
George Bush Intercontinental/Houston,Eppley Airfield,10.511111111111111
Denver International,Detroit Metro Wayne County,10.5
Cleveland-Hopkins International,Baltimore/Washington International Thurgood Marshall,10.5
Miami International,Pittsburgh International,10.5
Austin - Bergstrom International,Dallas Love Field,10.492890995260664
Memphis International,Cincinnati/Northern Kentucky International,10.49090909090909
Baltimore/Washington International Thurgood Marshall,Southwest Florida International,10.476190476190476
Cincinnati/Northern Kentucky International,Charlotte Douglas International,10.46078431372549
Logan International,Orlando International,10.459183673469388
Indianapolis International,Newark Liberty International,10.453125
Charlotte Douglas International,San Francisco International,10.452380952380953
Denver International,Ontario International,10.442105263157895
LaGuardia,Nashville International,10.4375
San Francisco International,Ontario International,10.4
Austin - Bergstrom International,Philadelphia International,10.4
Logan International,Lambert-St. Louis International,10.396825396825397
Detroit Metro Wayne County,Washington Dulles International,10.382978723404255
Detroit Metro Wayne County,Austin - Bergstrom International,10.372881355932204
Denver International,Louisville International-Standiford Field,10.341463414634147
Kansas City International,Dallas Love Field,10.326086956521738
LaGuardia,Lambert-St. Louis International,10.324074074074074
Minneapolis-St Paul International,Raleigh-Durham International,10.323529411764707
Chicago O'Hare International,Honolulu International,10.32258064516129
Chicago O'Hare International,Memphis International,10.3
Chicago Midway International,McCarran International,10.289340101522843
Chicago Midway International,Raleigh-Durham International,10.28735632183908
Salt Lake City International,Orlando International,10.282608695652174
Charlotte Douglas International,Memphis International,10.273885350318471
William P Hobby,Dallas Love Field,10.269461077844312
Minneapolis-St Paul International,Chicago Midway International,10.248704663212436
Denver International,Chicago Midway International,10.248148148148148
Baltimore/Washington International Thurgood Marshall,Hartsfield-Jackson Atlanta International,10.247641509433961
William P Hobby,Dallas/Fort Worth International,10.243781094527364
Denver International,Dallas/Fort Worth International,10.217765042979943
Miami International,Port Columbus International,10.204545454545455
Washington Dulles International,Will Rogers World,10.2
Baltimore/Washington International Thurgood Marshall,Raleigh-Durham International,10.177514792899409
Dallas/Fort Worth International,Jacksonville International,10.13953488372093
Portland International,Dallas/Fort Worth International,10.135802469135802
John F. Kennedy International,Buffalo Niagara International,10.13063063063063
Richmond International,Chicago O'Hare International,10.125
George Bush Intercontinental/Houston,Richmond International,10.125
McCarran International,Tampa International,10.11111111111111
Chicago O'Hare International,San Antonio International,10.1
Eppley Airfield,George Bush Intercontinental/Houston,10.094827586206897
Detroit Metro Wayne County,George Bush Intercontinental/Houston,10.090361445783133
